"friendly_exam_name","normalized_exam_name","cpt_codes","primary_cpt_code","modifier","modifier_26_wrvu","modality","body_region","contrast_status","cms_official_description","common_aliases","powerscribe_aliases","hospital_site_aliases","typical_combinations","active","created_at","updated_at"
"CTA Upper Extremity","CTA UPPER EXTREMITY","[""73206-26""]","73206","26","1.76","CT","Upper Extremity","not_applicable","","[""CTA Upper Extremity"",""CTA UPPER EXTREMITY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Lower Extremity","CTA LOWER EXTREMITY","[""73706-26""]","73706","26","1.85","CT","Lower Extremity","not_applicable","","[""CTA Lower Extremity"",""CTA LOWER EXTREMITY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Chest w/o Contrast","CT CHEST WO","[""71250-26""]","71250","26","1.05","CT","Chest","without","","[""CT Chest w/o Contrast"",""CT CHEST WO"",""CT Chest WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Chest w/ Contrast","CT CHEST W","[""71260-26""]","71260","26","1.13","CT","Chest","with","","[""CT Chest w/ Contrast"",""CT CHEST W"",""CT Chest W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Chest w/o & w/ Contrast","CT CHEST WO AND W","[""71270-26""]","71270","26","1.22","CT","Chest","without_and_with","","[""CT Chest w/o \u0026 w/ Contrast"",""CT CHEST WO AND W"",""CT Chest WWO"",""CT Chest w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Chest Low-Dose Lung Screen","CT CHEST LOW DOSE LUNG SCREEN","[""71271-26""]","71271","26","1.05","CT","Chest","not_applicable","","[""CT Chest Low-Dose Lung Screen"",""CT CHEST LOW DOSE LUNG SCREEN""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT C-Spine w/o Contrast","CT C SPINE WO","[""72125-26""]","72125","26","0.98","CT","Head/Neck","without","","[""CT C-Spine w/o Contrast"",""CT C SPINE WO"",""CT C-Spine WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT C-Spine w/ Contrast","CT C SPINE W","[""72126-26""]","72126","26","1.19","CT","Head/Neck","with","","[""CT C-Spine w/ Contrast"",""CT C SPINE W"",""CT C-Spine W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT C-Spine w/o & w/ Contrast","CT C SPINE WO AND W","[""72127-26""]","72127","26","1.24","CT","Head/Neck","without_and_with","","[""CT C-Spine w/o \u0026 w/ Contrast"",""CT C SPINE WO AND W"",""CT C-Spine WWO"",""CT C-Spine w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT T-Spine w/o Contrast","CT T SPINE WO","[""72128-26""]","72128","26","0.98","CT","Chest","without","","[""CT T-Spine w/o Contrast"",""CT T SPINE WO"",""CT T-Spine WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT T-Spine w/ Contrast","CT T SPINE W","[""72129-26""]","72129","26","1.19","CT","Chest","with","","[""CT T-Spine w/ Contrast"",""CT T SPINE W"",""CT T-Spine W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT T-Spine w/o & w/ Contrast","CT T SPINE WO AND W","[""72130-26""]","72130","26","1.24","CT","Chest","without_and_with","","[""CT T-Spine w/o \u0026 w/ Contrast"",""CT T SPINE WO AND W"",""CT T-Spine WWO"",""CT T-Spine w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT L-Spine w/o Contrast","CT L SPINE WO","[""72131-26""]","72131","26","0.98","CT","Spine","without","","[""CT L-Spine w/o Contrast"",""CT L SPINE WO"",""CT L-Spine WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT L-Spine w/ Contrast","CT L SPINE W","[""72132-26""]","72132","26","1.19","CT","Spine","with","","[""CT L-Spine w/ Contrast"",""CT L SPINE W"",""CT L-Spine W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT L-Spine w/o & w/ Contrast","CT L SPINE WO AND W","[""72133-26""]","72133","26","1.24","CT","Spine","without_and_with","","[""CT L-Spine w/o \u0026 w/ Contrast"",""CT L SPINE WO AND W"",""CT L-Spine WWO"",""CT L-Spine w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Abdomen w/o Contrast","CT ABDOMEN WO","[""74150-26""]","74150","26","1.16","CT","Abdomen","without","","[""CT Abdomen w/o Contrast"",""CT ABDOMEN WO"",""CT Abdomen WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Abdomen w/ Contrast","CT ABDOMEN W","[""74160-26""]","74160","26","1.24","CT","Abdomen","with","","[""CT Abdomen w/ Contrast"",""CT ABDOMEN W"",""CT Abdomen W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Abdomen w/o & w/ Contrast","CT ABDOMEN WO AND W","[""74170-26""]","74170","26","1.37","CT","Abdomen","without_and_with","","[""CT Abdomen w/o \u0026 w/ Contrast"",""CT ABDOMEN WO AND W"",""CT Abdomen WWO"",""CT Abdomen w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Abdomen & Pelvis w/o Contrast","CT ABDOMEN AND PELVIS WO","[""74176-26""]","74176","26","1.7","CT","Abdomen","without","","[""CT Abdomen \u0026 Pelvis w/o Contrast"",""CT ABDOMEN AND PELVIS WO"",""CT Abdomen \u0026 Pelvis WO"",""CT Abd Pel w/o Contrast""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Abdomen & Pelvis w/ Contrast","CT ABDOMEN AND PELVIS W","[""74177-26""]","74177","26","1.77","CT","Abdomen","with","","[""CT Abdomen \u0026 Pelvis w/ Contrast"",""CT ABDOMEN AND PELVIS W"",""CT Abdomen \u0026 Pelvis W"",""CT Abd Pel w/ Contrast""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Abdomen & Pelvis w/o & w/ Contrast","CT ABDOMEN AND PELVIS WO AND W","[""74178-26""]","74178","26","1.96","CT","Abdomen","without_and_with","","[""CT Abdomen \u0026 Pelvis w/o \u0026 w/ Contrast"",""CT ABDOMEN AND PELVIS WO AND W"",""CT Abdomen \u0026 Pelvis WWO"",""CT Abdomen \u0026 Pelvis w/o \u0026 W"",""CT Abd Pel w/o \u0026 w/ Contrast""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Pelvis w/o Contrast","CT PELVIS WO","[""72192-26""]","72192","26","1.06","CT","Abdomen","without","","[""CT Pelvis w/o Contrast"",""CT PELVIS WO"",""CT Pelvis WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Pelvis w/ Contrast","CT PELVIS W","[""72193-26""]","72193","26","1.13","CT","Abdomen","with","","[""CT Pelvis w/ Contrast"",""CT PELVIS W"",""CT Pelvis W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Pelvis w/o & w/ Contrast","CT PELVIS WO AND W","[""72194-26""]","72194","26","1.19","CT","Abdomen","without_and_with","","[""CT Pelvis w/o \u0026 w/ Contrast"",""CT PELVIS WO AND W"",""CT Pelvis WWO"",""CT Pelvis w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Colonography Diagnostic","CT COLONOGRAPHY DIAGNOSTIC","[""74261-26""]","74261","26","2.34","CT","Abdomen","not_applicable","","[""CT Colonography Diagnostic"",""CT COLONOGRAPHY DIAGNOSTIC""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Colonography Screening","CT COLONOGRAPHY SCREENING","[""74263-26""]","74263","26","2.22","CT","Abdomen","not_applicable","","[""CT Colonography Screening"",""CT COLONOGRAPHY SCREENING""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Upper Extremity w/o Contrast","CT UPPER EXTREMITY WO","[""73200-26""]","73200","26","0.98","CT","Upper Extremity","without","","[""CT Upper Extremity w/o Contrast"",""CT UPPER EXTREMITY WO"",""CT Upper Extremity WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Upper Extremity w/ Contrast","CT UPPER EXTREMITY W","[""73201-26""]","73201","26","1.13","CT","Upper Extremity","with","","[""CT Upper Extremity w/ Contrast"",""CT UPPER EXTREMITY W"",""CT Upper Extremity W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Upper Extremity w/o & w/ Contrast","CT UPPER EXTREMITY WO AND W","[""73202-26""]","73202","26","1.19","CT","Upper Extremity","without_and_with","","[""CT Upper Extremity w/o \u0026 w/ Contrast"",""CT UPPER EXTREMITY WO AND W"",""CT Upper Extremity WWO"",""CT Upper Extremity w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Lower Extremity w/o Contrast","CT LOWER EXTREMITY WO","[""73700-26""]","73700","26","0.98","CT","Lower Extremity","without","","[""CT Lower Extremity w/o Contrast"",""CT LOWER EXTREMITY WO"",""CT Lower Extremity WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Lower Extremity w/ Contrast","CT LOWER EXTREMITY W","[""73701-26""]","73701","26","1.13","CT","Lower Extremity","with","","[""CT Lower Extremity w/ Contrast"",""CT LOWER EXTREMITY W"",""CT Lower Extremity W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Lower Extremity w/o & w/ Contrast","CT LOWER EXTREMITY WO AND W","[""73702-26""]","73702","26","1.19","CT","Lower Extremity","without_and_with","","[""CT Lower Extremity w/o \u0026 w/ Contrast"",""CT LOWER EXTREMITY WO AND W"",""CT Lower Extremity WWO"",""CT Lower Extremity w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Calcium Score","CT CALCIUM SCORE","[""75571-26""]","75571","26","0.57","CT","Cardiac","not_applicable","","[""CT Calcium Score"",""CT CALCIUM SCORE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Heart w/ 3D","CT HEART W 3D","[""75572-26""]","75572","26","1.71","CT","Cardiac","with","","[""CT Heart w/ 3D"",""CT HEART W 3D""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Heart w/ 3D + Congenital","CT HEART W 3D CONGENITAL","[""75573-26""]","75573","26","2.49","CT","Cardiac","with","","[""CT Heart w/ 3D + Congenital"",""CT HEART W 3D CONGENITAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Brain w/o Contrast","MRI BRAIN WO","[""70551-26""]","70551","26","1.44","MRI","Head/Neck","without","","[""MRI Brain w/o Contrast"",""MRI BRAIN WO"",""MRI Brain WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Brain w/ Contrast","MRI BRAIN W","[""70552-26""]","70552","26","1.74","MRI","Head/Neck","with","","[""MRI Brain w/ Contrast"",""MRI BRAIN W"",""MRI Brain W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Brain w/o & w/ Contrast","MRI BRAIN WO AND W","[""70553-26""]","70553","26","2.23","MRI","Head/Neck","without_and_with","","[""MRI Brain w/o \u0026 w/ Contrast"",""MRI BRAIN WO AND W"",""MRI Brain WWO"",""MRI Brain w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Brain Functional (fMRI)","MRI BRAIN FUNCTIONAL FMRI","[""70554-26""]","70554","26","2.06","MRI","Head/Neck","not_applicable","","[""MRI Brain Functional (fMRI)"",""MRI BRAIN FUNCTIONAL FMRI""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Brain Functional w/ Physician","MRI BRAIN FUNCTIONAL W PHYSICIAN","[""70555-26""]","70555","26","2.48","MRI","Head/Neck","with","","[""MRI Brain Functional w/ Physician"",""MRI BRAIN FUNCTIONAL W PHYSICIAN""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Brain Epilepsy w/o","MRI BRAIN EPILEPSY WO","[""70557-26""]","70557","26","2.83","MRI","Head/Neck","without","","[""MRI Brain Epilepsy w/o"",""MRI BRAIN EPILEPSY WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Brain Epilepsy w/","MRI BRAIN EPILEPSY W","[""70558-26""]","70558","26","3.12","MRI","Head/Neck","not_applicable","","[""MRI Brain Epilepsy w/"",""MRI BRAIN EPILEPSY W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Brain Epilepsy w/o & w/","MRI BRAIN EPILEPSY WO AND W","[""70559-26""]","70559","26","3.12","MRI","Head/Neck","without_and_with","","[""MRI Brain Epilepsy w/o \u0026 w/"",""MRI BRAIN EPILEPSY WO AND W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI IACs/Orbits/Face/Neck w/o Contrast","MRI IACS ORBITS FACE NECK WO","[""70540-26""]","70540","26","1.32","MRI","Head/Neck","without","","[""MRI IACs/Orbits/Face/Neck w/o Contrast"",""MRI IACS ORBITS FACE NECK WO"",""MRI IACs/Orbits/Face/Neck WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI IACs/Orbits/Face/Neck w/ Contrast","MRI IACS ORBITS FACE NECK W","[""70542-26""]","70542","26","1.58","MRI","Head/Neck","with","","[""MRI IACs/Orbits/Face/Neck w/ Contrast"",""MRI IACS ORBITS FACE NECK W"",""MRI IACs/Orbits/Face/Neck W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI IACs/Orbits/Face/Neck w/o & w/ Contrast","MRI IACS ORBITS FACE NECK WO AND W","[""70543-26""]","70543","26","2.1","MRI","Head/Neck","without_and_with","","[""MRI IACs/Orbits/Face/Neck w/o \u0026 w/ Contrast"",""MRI IACS ORBITS FACE NECK WO AND W"",""MRI IACs/Orbits/Face/Neck WWO"",""MRI IACs/Orbits/Face/Neck w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Head w/o Contrast","MRA HEAD WO","[""70544-26""]","70544","26","1.17","MRI","Head/Neck","without","","[""MRA Head w/o Contrast"",""MRA HEAD WO"",""MRA Head WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Head w/ Contrast","MRA HEAD W","[""70545-26""]","70545","26","1.17","MRI","Head/Neck","with","","[""MRA Head w/ Contrast"",""MRA HEAD W"",""MRA Head W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Head w/o & w/ Contrast","MRA HEAD WO AND W","[""70546-26""]","70546","26","1.44","MRI","Head/Neck","without_and_with","","[""MRA Head w/o \u0026 w/ Contrast"",""MRA HEAD WO AND W"",""MRA Head WWO"",""MRA Head w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Neck w/o Contrast","MRA NECK WO","[""70547-26""]","70547","26","1.17","MRI","Head/Neck","without","","[""MRA Neck w/o Contrast"",""MRA NECK WO"",""MRA Neck WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Neck w/ Contrast","MRA NECK W","[""70548-26""]","70548","26","1.46","MRI","Head/Neck","with","","[""MRA Neck w/ Contrast"",""MRA NECK W"",""MRA Neck W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Neck w/o & w/ Contrast","MRA NECK WO AND W","[""70549-26""]","70549","26","1.76","MRI","Head/Neck","without_and_with","","[""MRA Neck w/o \u0026 w/ Contrast"",""MRA NECK WO AND W"",""MRA Neck WWO"",""MRA Neck w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Chest","MRA CHEST","[""71555-26""]","71555","26","1.76","MRI","Chest","not_applicable","","[""MRA Chest"",""MRA CHEST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Abdomen","MRA ABDOMEN","[""74185-26""]","74185","26","1.76","MRI","Abdomen","not_applicable","","[""MRA Abdomen"",""MRA ABDOMEN""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Pelvis","MRA PELVIS","[""72198-26""]","72198","26","1.76","MRI","Pelvis","not_applicable","","[""MRA Pelvis"",""MRA PELVIS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Upper Extremity","MRA UPPER EXTREMITY","[""73225-26""]","73225","26","1.69","MRI","Upper Extremity","not_applicable","","[""MRA Upper Extremity"",""MRA UPPER EXTREMITY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRA Lower Extremity","MRA LOWER EXTREMITY","[""73725-26""]","73725","26","1.77","MRI","Lower Extremity","not_applicable","","[""MRA Lower Extremity"",""MRA LOWER EXTREMITY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI C-Spine w/o Contrast","MRI C SPINE WO","[""72141-26""]","72141","26","1.44","MRI","Head/Neck","without","","[""MRI C-Spine w/o Contrast"",""MRI C SPINE WO"",""MRI C-Spine WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI C-Spine w/ Contrast","MRI C SPINE W","[""72142-26""]","72142","26","1.74","MRI","Head/Neck","with","","[""MRI C-Spine w/ Contrast"",""MRI C SPINE W"",""MRI C-Spine W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI C-Spine w/o & w/ Contrast","MRI C SPINE WO AND W","[""72156-26""]","72156","26","2.23","MRI","Head/Neck","without_and_with","","[""MRI C-Spine w/o \u0026 w/ Contrast"",""MRI C SPINE WO AND W"",""MRI C-Spine WWO"",""MRI C-Spine w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI T-Spine w/o Contrast","MRI T SPINE WO","[""72146-26""]","72146","26","1.44","MRI","Chest","without","","[""MRI T-Spine w/o Contrast"",""MRI T SPINE WO"",""MRI T-Spine WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI T-Spine w/ Contrast","MRI T SPINE W","[""72147-26""]","72147","26","1.74","MRI","Chest","with","","[""MRI T-Spine w/ Contrast"",""MRI T SPINE W"",""MRI T-Spine W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI T-Spine w/o & w/ Contrast","MRI T SPINE WO AND W","[""72157-26""]","72157","26","2.23","MRI","Chest","without_and_with","","[""MRI T-Spine w/o \u0026 w/ Contrast"",""MRI T SPINE WO AND W"",""MRI T-Spine WWO"",""MRI T-Spine w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI L-Spine w/o Contrast","MRI L SPINE WO","[""72148-26""]","72148","26","1.44","MRI","Spine","without","","[""MRI L-Spine w/o Contrast"",""MRI L SPINE WO"",""MRI L-Spine WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI L-Spine w/ Contrast","MRI L SPINE W","[""72149-26""]","72149","26","1.74","MRI","Spine","with","","[""MRI L-Spine w/ Contrast"",""MRI L SPINE W"",""MRI L-Spine W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI L-Spine w/o & w/ Contrast","MRI L SPINE WO AND W","[""72158-26""]","72158","26","2.23","MRI","Spine","without_and_with","","[""MRI L-Spine w/o \u0026 w/ Contrast"",""MRI L SPINE WO AND W"",""MRI L-Spine WWO"",""MRI L-Spine w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Chest w/o Contrast","MRI CHEST WO","[""71550-26""]","71550","26","1.42","MRI","Chest","without","","[""MRI Chest w/o Contrast"",""MRI CHEST WO"",""MRI Chest WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Chest w/ Contrast","MRI CHEST W","[""71551-26""]","71551","26","1.69","MRI","Chest","with","","[""MRI Chest w/ Contrast"",""MRI CHEST W"",""MRI Chest W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Chest w/o & w/ Contrast","MRI CHEST WO AND W","[""71552-26""]","71552","26","2.2","MRI","Chest","without_and_with","","[""MRI Chest w/o \u0026 w/ Contrast"",""MRI CHEST WO AND W"",""MRI Chest WWO"",""MRI Chest w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Abdomen w/o Contrast","MRI ABDOMEN WO","[""74181-26""]","74181","26","1.42","MRI","Abdomen","without","","[""MRI Abdomen w/o Contrast"",""MRI ABDOMEN WO"",""MRI Abdomen WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Abdomen w/ Contrast","MRI ABDOMEN W","[""74182-26""]","74182","26","1.69","MRI","Abdomen","with","","[""MRI Abdomen w/ Contrast"",""MRI ABDOMEN W"",""MRI Abdomen W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Abdomen w/o & w/ Contrast","MRI ABDOMEN WO AND W","[""74183-26""]","74183","26","2.15","MRI","Abdomen","without_and_with","","[""MRI Abdomen w/o \u0026 w/ Contrast"",""MRI ABDOMEN WO AND W"",""MRI Abdomen WWO"",""MRI Abdomen w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Pelvis w/o Contrast","MRI PELVIS WO","[""72195-26""]","72195","26","1.42","MRI","Abdomen","without","","[""MRI Pelvis w/o Contrast"",""MRI PELVIS WO"",""MRI Pelvis WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Pelvis w/ Contrast","MRI PELVIS W","[""72196-26""]","72196","26","1.69","MRI","Abdomen","with","","[""MRI Pelvis w/ Contrast"",""MRI PELVIS W"",""MRI Pelvis W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Pelvis w/o & w/ Contrast","MRI PELVIS WO AND W","[""72197-26""]","72197","26","2.15","MRI","Abdomen","without_and_with","","[""MRI Pelvis w/o \u0026 w/ Contrast"",""MRI PELVIS WO AND W"",""MRI Pelvis WWO"",""MRI Pelvis w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Fetal Single Gestation","MRI FETAL SINGLE GESTATION","[""74712-26""]","74712","26","2.93","MRI","Abdomen","not_applicable","","[""MRI Fetal Single Gestation"",""MRI FETAL SINGLE GESTATION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Fetal Follow-Up","MRI FETAL FOLLOW UP","[""74713-26""]","74713","26","1.8","MRI","Abdomen","not_applicable","","[""MRI Fetal Follow-Up"",""MRI FETAL FOLLOW UP""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Shoulder w/o Contrast","MRI SHOULDER WO","[""73221-26""]","73221","26","1.32","MRI","Upper Extremity","without","","[""MRI Shoulder w/o Contrast"",""MRI SHOULDER WO"",""MRI Shoulder WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Shoulder w/ Contrast","MRI SHOULDER W","[""73222-26""]","73222","26","1.58","MRI","Upper Extremity","with","","[""MRI Shoulder w/ Contrast"",""MRI SHOULDER W"",""MRI Shoulder W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Shoulder w/o & w/ Contrast","MRI SHOULDER WO AND W","[""73223-26""]","73223","26","2.1","MRI","Upper Extremity","without_and_with","","[""MRI Shoulder w/o \u0026 w/ Contrast"",""MRI SHOULDER WO AND W"",""MRI Shoulder WWO"",""MRI Shoulder w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Upper Extremity w/o Contrast","MRI UPPER EXTREMITY WO","[""73218-26""]","73218","26","1.32","MRI","Upper Extremity","without","","[""MRI Upper Extremity w/o Contrast"",""MRI UPPER EXTREMITY WO"",""MRI Upper Extremity WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Upper Extremity w/ Contrast","MRI UPPER EXTREMITY W","[""73219-26""]","73219","26","1.58","MRI","Upper Extremity","with","","[""MRI Upper Extremity w/ Contrast"",""MRI UPPER EXTREMITY W"",""MRI Upper Extremity W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Upper Extremity w/o & w/ Contrast","MRI UPPER EXTREMITY WO AND W","[""73220-26""]","73220","26","2.1","MRI","Upper Extremity","without_and_with","","[""MRI Upper Extremity w/o \u0026 w/ Contrast"",""MRI UPPER EXTREMITY WO AND W"",""MRI Upper Extremity WWO"",""MRI Upper Extremity w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Knee w/o Contrast","MRI KNEE WO","[""73721-26""]","73721","26","1.32","MRI","Lower Extremity","without","","[""MRI Knee w/o Contrast"",""MRI KNEE WO"",""MRI Knee WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Knee w/ Contrast","MRI KNEE W","[""73722-26""]","73722","26","1.58","MRI","Lower Extremity","with","","[""MRI Knee w/ Contrast"",""MRI KNEE W"",""MRI Knee W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Knee w/o & w/ Contrast","MRI KNEE WO AND W","[""73723-26""]","73723","26","2.1","MRI","Lower Extremity","without_and_with","","[""MRI Knee w/o \u0026 w/ Contrast"",""MRI KNEE WO AND W"",""MRI Knee WWO"",""MRI Knee w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Lower Extremity w/o Contrast","MRI LOWER EXTREMITY WO","[""73718-26""]","73718","26","1.32","MRI","Lower Extremity","without","","[""MRI Lower Extremity w/o Contrast"",""MRI LOWER EXTREMITY WO"",""MRI Lower Extremity WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
