"friendly_exam_name","normalized_exam_name","cpt_codes","primary_cpt_code","modifier","modifier_26_wrvu","modality","body_region","contrast_status","cms_official_description","common_aliases","powerscribe_aliases","hospital_site_aliases","typical_combinations","active","created_at","updated_at"
"FNA Biopsy w/ MRI Guidance Each Addl","FNA BIOPSY W MRI GUIDANCE EACH ADDL","[""10012-26""]","10012","26","1.22","PROCEDURE","Pelvis","with","","[""FNA Biopsy w/ MRI Guidance Each Addl"",""FNA BIOPSY W MRI GUIDANCE EACH ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"FNA Biopsy w/o Imaging 1st Lesion","FNA BIOPSY WO IMAGING 1ST LESION","[""10021-26""]","10021","26","1.2","PROCEDURE","Abdomen","without","","[""FNA Biopsy w/o Imaging 1st Lesion"",""FNA BIOPSY WO IMAGING 1ST LESION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"FNA Biopsy w/o Imaging Each Addl","FNA BIOPSY WO IMAGING EACH ADDL","[""10004-26""]","10004","26","0.6","PROCEDURE","Abdomen","without","","[""FNA Biopsy w/o Imaging Each Addl"",""FNA BIOPSY WO IMAGING EACH ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Biopsy w/ Stereotactic 1st","BREAST BIOPSY W STEREOTACTIC 1ST","[""19081-26""]","19081","26","3.18","PROCEDURE","Breast","with","","[""Breast Biopsy w/ Stereotactic 1st"",""BREAST BIOPSY W STEREOTACTIC 1ST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Biopsy w/ Stereotactic Addl","BREAST BIOPSY W STEREOTACTIC ADDL","[""19082-26""]","19082","26","2.67","PROCEDURE","Breast","with","","[""Breast Biopsy w/ Stereotactic Addl"",""BREAST BIOPSY W STEREOTACTIC ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Biopsy w/ US Guidance 1st","BREAST BIOPSY W US GUIDANCE 1ST","[""19083-26""]","19083","26","2.14","PROCEDURE","Pelvis","with","","[""Breast Biopsy w/ US Guidance 1st"",""BREAST BIOPSY W US GUIDANCE 1ST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Biopsy w/ US Guidance Addl","BREAST BIOPSY W US GUIDANCE ADDL","[""19084-26""]","19084","26","1.63","PROCEDURE","Pelvis","with","","[""Breast Biopsy w/ US Guidance Addl"",""BREAST BIOPSY W US GUIDANCE ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Biopsy w/ MRI Guidance 1st","BREAST BIOPSY W MRI GUIDANCE 1ST","[""19085-26""]","19085","26","4.49","PROCEDURE","Pelvis","with","","[""Breast Biopsy w/ MRI Guidance 1st"",""BREAST BIOPSY W MRI GUIDANCE 1ST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Biopsy w/ MRI Guidance Addl","BREAST BIOPSY W MRI GUIDANCE ADDL","[""19086-26""]","19086","26","3.98","PROCEDURE","Pelvis","with","","[""Breast Biopsy w/ MRI Guidance Addl"",""BREAST BIOPSY W MRI GUIDANCE ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Localization Percutaneous 1st","BREAST LOCALIZATION PERCUTANEOUS 1ST","[""19281-26""]","19281","26","1.73","PROCEDURE","Breast","not_applicable","","[""Breast Localization Percutaneous 1st"",""BREAST LOCALIZATION PERCUTANEOUS 1ST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Localization Percutaneous Addl","BREAST LOCALIZATION PERCUTANEOUS ADDL","[""19282-26""]","19282","26","1.32","PROCEDURE","Breast","not_applicable","","[""Breast Localization Percutaneous Addl"",""BREAST LOCALIZATION PERCUTANEOUS ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Localization w/ Stereotactic 1st","BREAST LOCALIZATION W STEREOTACTIC 1ST","[""19283-26""]","19283","26","2.19","PROCEDURE","Breast","with","","[""Breast Localization w/ Stereotactic 1st"",""BREAST LOCALIZATION W STEREOTACTIC 1ST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Localization w/ Stereotactic Addl","BREAST LOCALIZATION W STEREOTACTIC ADDL","[""19284-26""]","19284","26","1.68","PROCEDURE","Breast","with","","[""Breast Localization w/ Stereotactic Addl"",""BREAST LOCALIZATION W STEREOTACTIC ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Localization w/ US Guidance 1st","BREAST LOCALIZATION W US GUIDANCE 1ST","[""19285-26""]","19285","26","1.73","PROCEDURE","Pelvis","with","","[""Breast Localization w/ US Guidance 1st"",""BREAST LOCALIZATION W US GUIDANCE 1ST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Localization w/ US Guidance Addl","BREAST LOCALIZATION W US GUIDANCE ADDL","[""19286-26""]","19286","26","1.32","PROCEDURE","Pelvis","with","","[""Breast Localization w/ US Guidance Addl"",""BREAST LOCALIZATION W US GUIDANCE ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Localization w/ MRI Guidance 1st","BREAST LOCALIZATION W MRI GUIDANCE 1ST","[""19287-26""]","19287","26","3.64","PROCEDURE","Pelvis","with","","[""Breast Localization w/ MRI Guidance 1st"",""BREAST LOCALIZATION W MRI GUIDANCE 1ST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Localization w/ MRI Guidance Addl","BREAST LOCALIZATION W MRI GUIDANCE ADDL","[""19288-26""]","19288","26","3.13","PROCEDURE","Pelvis","with","","[""Breast Localization w/ MRI Guidance Addl"",""BREAST LOCALIZATION W MRI GUIDANCE ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Intact Specimen Tomo Image","BREAST INTACT SPECIMEN TOMO IMAGE","[""19296-26""]","19296","26","0.28","PROCEDURE","Breast","not_applicable","","[""Breast Intact Specimen Tomo Image"",""BREAST INTACT SPECIMEN TOMO IMAGE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Intact Specimen Digital Image","BREAST INTACT SPECIMEN DIGITAL IMAGE","[""19297-26""]","19297","26","0.2","PROCEDURE","Abdomen","not_applicable","","[""Breast Intact Specimen Digital Image"",""BREAST INTACT SPECIMEN DIGITAL IMAGE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Aspiration of Abscess/Cyst Simple","ASPIRATION OF ABSCESS CYST SIMPLE","[""10160-26""]","10160","26","1.22","PROCEDURE","Aspiration/Drainage","not_applicable","","[""Aspiration of Abscess/Cyst Simple"",""ASPIRATION OF ABSCESS CYST SIMPLE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Image-Guided Fluid Collection Drain","IMAGE GUIDED FLUID COLLECTION DRAIN","[""10030-26""]","10030","26","2.78","PROCEDURE","Pelvis","not_applicable","","[""Image-Guided Fluid Collection Drain"",""IMAGE GUIDED FLUID COLLECTION DRAIN""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Transhepatic Biliary Stent","PERCUTANEOUS TRANSHEPATIC BILIARY STENT","[""75970-26""]","75970","26","1.51","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Transhepatic Biliary Stent"",""PERCUTANEOUS TRANSHEPATIC BILIARY STENT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Cholecystostomy Percutaneous","CHOLECYSTOSTOMY PERCUTANEOUS","[""47490-26""]","47490","26","7.06","PROCEDURE","Abdomen","not_applicable","","[""Cholecystostomy Percutaneous"",""CHOLECYSTOSTOMY PERCUTANEOUS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Transhepatic Cholangiogram","PERCUTANEOUS TRANSHEPATIC CHOLANGIOGRAM","[""47531-26""]","47531","26","2.89","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Transhepatic Cholangiogram"",""PERCUTANEOUS TRANSHEPATIC CHOLANGIOGRAM""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Catheter Placement","PERCUTANEOUS BILIARY CATHETER PLACEMENT","[""47532-26""]","47532","26","7.74","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Catheter Placement"",""PERCUTANEOUS BILIARY CATHETER PLACEMENT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Catheter Placement w/ Internal-External","PERCUTANEOUS BILIARY CATHETER PLACEMENT W INTERNAL EXTERNAL","[""47533-26""]","47533","26","8.97","PROCEDURE","Abdomen","with","","[""Percutaneous Biliary Catheter Placement w/ Internal-External"",""PERCUTANEOUS BILIARY CATHETER PLACEMENT W INTERNAL EXTERNAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous External Biliary Drain","PERCUTANEOUS EXTERNAL BILIARY DRAIN","[""47534-26""]","47534","26","6.53","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous External Biliary Drain"",""PERCUTANEOUS EXTERNAL BILIARY DRAIN""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Catheter Conversion","PERCUTANEOUS BILIARY CATHETER CONVERSION","[""47535-26""]","47535","26","5.36","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Catheter Conversion"",""PERCUTANEOUS BILIARY CATHETER CONVERSION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Catheter Exchange","PERCUTANEOUS BILIARY CATHETER EXCHANGE","[""47536-26""]","47536","26","2.89","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Catheter Exchange"",""PERCUTANEOUS BILIARY CATHETER EXCHANGE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Stent Removal/Replace","PERCUTANEOUS BILIARY STENT REMOVAL REPLACE","[""47537-26""]","47537","26","5.73","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Stent Removal/Replace"",""PERCUTANEOUS BILIARY STENT REMOVAL REPLACE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Balloon Dilation","PERCUTANEOUS BILIARY BALLOON DILATION","[""47538-26""]","47538","26","3.88","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Balloon Dilation"",""PERCUTANEOUS BILIARY BALLOON DILATION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Lithotripsy","PERCUTANEOUS BILIARY LITHOTRIPSY","[""47539-26""]","47539","26","4.25","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Lithotripsy"",""PERCUTANEOUS BILIARY LITHOTRIPSY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Biopsy","PERCUTANEOUS BILIARY BIOPSY","[""47540-26""]","47540","26","3.88","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Biopsy"",""PERCUTANEOUS BILIARY BIOPSY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Placement Stent","PERCUTANEOUS BILIARY PLACEMENT STENT","[""47541-26""]","47541","26","7.74","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Placement Stent"",""PERCUTANEOUS BILIARY PLACEMENT STENT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Dilation w/ Stent","PERCUTANEOUS BILIARY DILATION W STENT","[""47542-26""]","47542","26","5.36","PROCEDURE","Abdomen","with","","[""Percutaneous Biliary Dilation w/ Stent"",""PERCUTANEOUS BILIARY DILATION W STENT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Endoscopy","PERCUTANEOUS BILIARY ENDOSCOPY","[""47543-26""]","47543","26","5.36","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Endoscopy"",""PERCUTANEOUS BILIARY ENDOSCOPY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Biliary Removal of Calculus","PERCUTANEOUS BILIARY REMOVAL OF CALCULUS","[""47544-26""]","47544","26","4.98","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Biliary Removal of Calculus"",""PERCUTANEOUS BILIARY REMOVAL OF CALCULUS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Nephrostomy Tube Removal w/ Placement","NEPHROSTOMY TUBE REMOVAL W PLACEMENT","[""50382-26""]","50382","26","5.81","PROCEDURE","Abdomen","with","","[""Nephrostomy Tube Removal w/ Placement"",""NEPHROSTOMY TUBE REMOVAL W PLACEMENT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Nephrostomy Tube Removal w/ Ureteral Stent","NEPHROSTOMY TUBE REMOVAL W URETERAL STENT","[""50384-26""]","50384","26","7.12","PROCEDURE","Abdomen","with","","[""Nephrostomy Tube Removal w/ Ureteral Stent"",""NEPHROSTOMY TUBE REMOVAL W URETERAL STENT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Nephrostomy Tube Conversion to Nephroureteral","NEPHROSTOMY TUBE CONVERSION TO NEPHROURETERAL","[""50385-26""]","50385","26","6.15","PROCEDURE","Abdomen","not_applicable","","[""Nephrostomy Tube Conversion to Nephroureteral"",""NEPHROSTOMY TUBE CONVERSION TO NEPHROURETERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Nephrostomy Tube Conversion w/ Ureteral Stent","NEPHROSTOMY TUBE CONVERSION W URETERAL STENT","[""50386-26""]","50386","26","7.12","PROCEDURE","Abdomen","with","","[""Nephrostomy Tube Conversion w/ Ureteral Stent"",""NEPHROSTOMY TUBE CONVERSION W URETERAL STENT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Nephrostomy Tube Removal w/ Balloon Dilation","NEPHROSTOMY TUBE REMOVAL W BALLOON DILATION","[""50387-26""]","50387","26","6.68","PROCEDURE","Abdomen","with","","[""Nephrostomy Tube Removal w/ Balloon Dilation"",""NEPHROSTOMY TUBE REMOVAL W BALLOON DILATION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Nephrostomy Tube Removal Only (Simple)","NEPHROSTOMY TUBE REMOVAL ONLY SIMPLE","[""50389-26""]","50389","26","1.22","PROCEDURE","Abdomen","not_applicable","","[""Nephrostomy Tube Removal Only (Simple)"",""NEPHROSTOMY TUBE REMOVAL ONLY SIMPLE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Renal Cyst Aspiration","PERCUTANEOUS RENAL CYST ASPIRATION","[""50390-26""]","50390","26","2.55","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Renal Cyst Aspiration"",""PERCUTANEOUS RENAL CYST ASPIRATION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrostomy Catheter Insert","PERCUTANEOUS NEPHROSTOMY CATHETER INSERT","[""50392-26""]","50392","26","5.33","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Nephrostomy Catheter Insert"",""PERCUTANEOUS NEPHROSTOMY CATHETER INSERT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrostomy w/ Ureteral Catheter","PERCUTANEOUS NEPHROSTOMY W URETERAL CATHETER","[""50393-26""]","50393","26","7.21","PROCEDURE","Abdomen","with","","[""Percutaneous Nephrostomy w/ Ureteral Catheter"",""PERCUTANEOUS NEPHROSTOMY W URETERAL CATHETER""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrostomy Tube Injection","PERCUTANEOUS NEPHROSTOMY TUBE INJECTION","[""50394-26""]","50394","26","1.1","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Nephrostomy Tube Injection"",""PERCUTANEOUS NEPHROSTOMY TUBE INJECTION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrostomy w/ Balloon Dilation","PERCUTANEOUS NEPHROSTOMY W BALLOON DILATION","[""50395-26""]","50395","26","6.73","PROCEDURE","Abdomen","with","","[""Percutaneous Nephrostomy w/ Balloon Dilation"",""PERCUTANEOUS NEPHROSTOMY W BALLOON DILATION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Mantle Catheter","PERCUTANEOUS MANTLE CATHETER","[""50396-26""]","50396","26","4.98","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Mantle Catheter"",""PERCUTANEOUS MANTLE CATHETER""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrostomy Tube Exchange","PERCUTANEOUS NEPHROSTOMY TUBE EXCHANGE","[""50430-26""]","50430","26","2.89","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Nephrostomy Tube Exchange"",""PERCUTANEOUS NEPHROSTOMY TUBE EXCHANGE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrostomy Tube Exchange w/ Ureteral Catheter","PERCUTANEOUS NEPHROSTOMY TUBE EXCHANGE W URETERAL CATHETER","[""50431-26""]","50431","26","3.84","PROCEDURE","Abdomen","with","","[""Percutaneous Nephrostomy Tube Exchange w/ Ureteral Catheter"",""PERCUTANEOUS NEPHROSTOMY TUBE EXCHANGE W URETERAL CATHETER""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrostomy (New Access)","PERCUTANEOUS NEPHROSTOMY NEW ACCESS","[""50432-26""]","50432","26","5.5","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Nephrostomy (New Access)"",""PERCUTANEOUS NEPHROSTOMY NEW ACCESS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephropyelostomy (New Access)","PERCUTANEOUS NEPHROPYELOSTOMY NEW ACCESS","[""50433-26""]","50433","26","6.43","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Nephropyelostomy (New Access)"",""PERCUTANEOUS NEPHROPYELOSTOMY NEW ACCESS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Renal Stent via Nephrostomy","PERCUTANEOUS RENAL STENT VIA NEPHROSTOMY","[""50434-26""]","50434","26","4.31","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Renal Stent via Nephrostomy"",""PERCUTANEOUS RENAL STENT VIA NEPHROSTOMY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrolithotomy Access","PERCUTANEOUS NEPHROLITHOTOMY ACCESS","[""50435-26""]","50435","26","8.78","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Nephrolithotomy Access"",""PERCUTANEOUS NEPHROLITHOTOMY ACCESS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrolithotomy Dilation","PERCUTANEOUS NEPHROLITHOTOMY DILATION","[""50436-26""]","50436","26","3.5","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Nephrolithotomy Dilation"",""PERCUTANEOUS NEPHROLITHOTOMY DILATION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Nephrolithotomy Balloon Dilation","PERCUTANEOUS NEPHROLITHOTOMY BALLOON DILATION","[""50437-26""]","50437","26","4.5","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Nephrolithotomy Balloon Dilation"",""PERCUTANEOUS NEPHROLITHOTOMY BALLOON DILATION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Renal Endoscopy","PERCUTANEOUS RENAL ENDOSCOPY","[""50606-26""]","50606","26","3","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Renal Endoscopy"",""PERCUTANEOUS RENAL ENDOSCOPY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Ureteral Stent Placement","PERCUTANEOUS URETERAL STENT PLACEMENT","[""50693-26""]","50693","26","5.89","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Ureteral Stent Placement"",""PERCUTANEOUS URETERAL STENT PLACEMENT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Ureteral Stent Placement w/ Dilation","PERCUTANEOUS URETERAL STENT PLACEMENT W DILATION","[""50694-26""]","50694","26","6.8","PROCEDURE","Abdomen","with","","[""Percutaneous Ureteral Stent Placement w/ Dilation"",""PERCUTANEOUS URETERAL STENT PLACEMENT W DILATION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Percutaneous Ureteral Stent Placement Bilateral","PERCUTANEOUS URETERAL STENT PLACEMENT BILATERAL","[""50695-26""]","50695","26","8.44","PROCEDURE","Abdomen","not_applicable","","[""Percutaneous Ureteral Stent Placement Bilateral"",""PERCUTANEOUS URETERAL STENT PLACEMENT BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Sacroiliac Joint Injection w/ Fluoro","SACROILIAC JOINT INJECTION W FLUORO","[""27096-26""]","27096","26","1.44","PROCEDURE","MSK Intervention","with","","[""Sacroiliac Joint Injection w/ Fluoro"",""SACROILIAC JOINT INJECTION W FLUORO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Lumbar Puncture Diagnostic","LUMBAR PUNCTURE DIAGNOSTIC","[""62270-26""]","62270","26","1.44","PROCEDURE","Spine","not_applicable","","[""Lumbar Puncture Diagnostic"",""LUMBAR PUNCTURE DIAGNOSTIC""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Lumbar Drain CSF","LUMBAR DRAIN CSF","[""62272-26""]","62272","26","1.71","PROCEDURE","Spine","not_applicable","","[""Lumbar Drain CSF"",""LUMBAR DRAIN CSF""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Nerve Block Sciatic w/ Image Guidance","NERVE BLOCK SCIATIC W IMAGE GUIDANCE","[""64451-26""]","64451","26","1.27","PROCEDURE","Pelvis","with","","[""Nerve Block Sciatic w/ Image Guidance"",""NERVE BLOCK SCIATIC W IMAGE GUIDANCE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Nerve Block Genicular w/ Image Guidance","NERVE BLOCK GENICULAR W IMAGE GUIDANCE","[""64454-26""]","64454","26","1.42","PROCEDURE","Pelvis","with","","[""Nerve Block Genicular w/ Image Guidance"",""NERVE BLOCK GENICULAR W IMAGE GUIDANCE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"RF Ablation Genicular Nerves","RF ABLATION GENICULAR NERVES","[""64624-26""]","64624","26","2.73","PROCEDURE","MSK Intervention","not_applicable","","[""RF Ablation Genicular Nerves"",""RF ABLATION GENICULAR NERVES""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"RF Ablation Genicular Nerves Additional","RF ABLATION GENICULAR NERVES ADDITIONAL","[""64625-26""]","64625","26","1.37","PROCEDURE","MSK Intervention","not_applicable","","[""RF Ablation Genicular Nerves Additional"",""RF ABLATION GENICULAR NERVES ADDITIONAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
